species	sporulation_score
Anoxybacillus_flavithermus_59853	0.575757575757576
Anoxybacillus_flavithermus_60000	0.575757575757576
Anoxybacillus_flavithermus_60085	0.560606060606061
Anoxybacillus_flavithermus_60288	0.590909090909091
Anoxybacillus_flavithermus_61640	0.560606060606061
Anoxybacillus_kamchatkensis_55142	0.590909090909091
Anoxybacillus_sp_60829	0.545454545454545
Anoxybacillus_tepidamans_60302	0.621212121212121
Aphanizomenon_flos-aquae_57437	0.121212121212121
Aphanocapsa_montana_46612	0.151515151515152
Aquabacterium_sp_60840	0.121212121212121
Aquaspirillum_serpens_58701	0.181818181818182
Aquifex_aeolicus_61029	0.121212121212121
Aquiluna_sp_58519	0.181818181818182
Aquimarina_agarilytica_61941	0.121212121212121
Aquimarina_latercula_58702	0.151515151515152
Aquimarina_macrocephali_60539	0.136363636363636
Aquimarina_muelleri_58703	0.136363636363636
Aquimarina_sp_59994	0.136363636363636
Aquimarina_sp_59995	0.151515151515152
Aquimarina_sp_60091	0.136363636363636
Arcanobacterium_haemolyticum_62008	0.181818181818182
Arcanobacterium_sp_59589	0.121212121212121
Arcobacter_butzleri_57576	0.136363636363636
Arcobacter_cibarius_60534	0.136363636363636
Arcobacter_nitrofigilis_61840	0.151515151515152
Arcobacter_sp_39857	0.106060606060606
Arcobacter_sp_55051	0.121212121212121
Arcobacter_sp_62610	0.136363636363636
Arcticibacter_svalbardensis_59255	0.151515151515152
Arenibacter_algicola_61939	0.151515151515152
Arenibacter_certesii_58704	0.151515151515152
Arenibacter_latericius_58705	0.121212121212121
Arenimonas_composti_44751	0.181818181818182
Arenimonas_donghaensis_58706	0.151515151515152
Arenimonas_malthae_60305	0.166666666666667
Arenimonas_metalli_60306	0.136363636363636
Arenimonas_oryziterrae_44750	0.166666666666667
Arhodomonas_aquaeolei_58707	0.181818181818182
Aromatoleum_aromaticum_62271	0.166666666666667
Arsenicicoccus_bolidensis_58708	0.196969696969697
Arsenophonus_nasoniae_58709	0.151515151515152
Arthrobacter_albus_60374	0.151515151515152
Arthrobacter_arilaitensis_62347	0.166666666666667
Arthrobacter_aurescens_54916	0.196969696969697
Arthrobacter_castelli_58710	0.181818181818182
Arthrobacter_chlorophenolicus_61551	0.166666666666667
Arthrobacter_crystallopoietes_59775	0.121212121212121
Arthrobacter_gangotriensis_59877	0.151515151515152
Arthrobacter_globiformis_58504	0.151515151515152
Arthrobacter_nicotinovorans_56451	0.181818181818182
Arthrobacter_phenanthrenivorans_61333	0.166666666666667
Arthrobacter_phenanthrenivorans_62546	0.166666666666667
Arthrobacter_sanguinis_58711	0.166666666666667
Arthrobacter_sp_55266	0.181818181818182
Arthrobacter_sp_55309	0.166666666666667
Arthrobacter_sp_58273	0.151515151515152
Arthrobacter_sp_58574	0.151515151515152
Arthrobacter_sp_58580	0.166666666666667
Arthrobacter_sp_58628	0.196969696969697
Arthrobacter_sp_59181	0.166666666666667
Arthrobacter_sp_59260	0.181818181818182
Arthrobacter_sp_59282	0.166666666666667
Arthrobacter_sp_59426	0.196969696969697
Arthrobacter_sp_59855	0.166666666666667
Arthrobacter_sp_59856	0.121212121212121
Arthrobacter_sp_60072	0.136363636363636
